crime,agency,charge_description,date,address,zipcode,city,type
WEAPONS,EL CAJON,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),7/17/2021 14:00,5100  BLOCK LEO STREET,92115,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,CONVICTED PERSON POSSESS/OWN/ETC FIREARM (F),5/18/2021 12:56,100  BLOCK HENSLEY STREET,92102,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,INDECENT EXPOSURE (M),8/16/2021 10:30,4200  BLOCK KENDALL STREET,92109,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/25/2021 15:52,3900  BLOCK OREGON STREET,92104,SAN DIEGO,Theft
SEX CRIMES,SHERIFF,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),5/21/2021 12:24,1600  BLOCK CAM DEL RIO N SAN DIEGO CA,92108,UNKNOWN,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/14/2021 6:00,1500  BLOCK TYLER AVENUE,92103,SAN DIEGO,Theft
SEX CRIMES,EL CAJON,SEXUAL BATTERY (F),5/3/2021 8:00,1200 S  BLOCK ORANGE AVENUE,92020,EL CAJON,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),4/23/2021 15:00,8100  BLOCK ARLETTE STREET,92071,SANTEE,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),4/26/2021 17:45,1600  BLOCK SYCAMORE AVENUE,92081,VISTA,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),4/25/2021 17:00,100  BLOCK ROBELINI DRIVE,92083,VISTA UNINC,Theft
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),3/25/2021 17:27,9800  BLOCK ERMA ROAD,92131,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/30/2021 22:30,1700  BLOCK LAW STREET,92109,SAN DIEGO,Theft
BURGLARY,CARLSBAD,BURGLARY (RESIDENTIAL) (F),5/4/2021 5:05,3200  BLOCK VIA DE CANTO,92010,CARLSBAD,Theft
SEX CRIMES,CHULA VISTA,SEXUAL BATTERY (M),8/19/2021 16:30,600  BLOCK PALOMAR STREET,91911,CHULA VISTA,Violent
WEAPONS,SHERIFF,CARRY CONCEALED DIRK OR DAGGER (F),4/19/2021 0:56,0  BLOCK 10611PROSPECT AVENUE,92071,SANTEE,Violent
SEX CRIMES,CARLSBAD,INDECENT EXPOSURE W/PR (F),7/15/2021 11:05,2700  BLOCK STATE STREET,92008,CARLSBAD,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/28/2021 17:00,1400  BLOCK HERITAGE ROAD,92154,SOUTH BAY,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/3/2021 23:35,4100  BLOCK BEYER BOULEVARD,92173,SOUTH BAY,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/25/2021 17:30,900  BLOCK HOTEL CIRCLE NORTH,92108,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),5/14/2021 20:00,100  BLOCK MANGANO CIRCLE,92024,ENCINITAS,Theft
BURGLARY,CARLSBAD,BURGLARY (RESIDENTIAL) (F),3/26/2021 16:30,3900  BLOCK SYME DRIVE,92008,CARLSBAD,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),8/6/2021 16:00,500  BLOCK STEVENS AVENUE,92075,SOLANA BEACH,Theft
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (M),4/23/2021 9:00,400 W  BLOCK BROADWAY,92101,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),5/29/2021 23:15,3000  BLOCK JEFFERSON ROAD,91935,JAMUL,Theft
WEAPONS,SAN DIEGO,MFG/ETC LEADED CANE/BILLY/SAP ETC (M),5/3/2021 19:49,7000  BLOCK MISSION GORGE ROAD,92120,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,290 VIOLATION TRAN 30 DAY UPDATE (M),5/20/2021 13:44,5000  BLOCK NEWPORT AVENUE,92107,SAN DIEGO,Violent
WEAPONS,ESCONDIDO,CARRY CONCEALED DIRK OR DAGGER (F),7/3/2021 23:27,FERN STREET & E WASHINGTON AVENUE,92027,ESCONDIDO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/6/2021 7:45,9700  BLOCK NORTH TORREY PINES ROAD,92037,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),8/10/2021 4:56,100 W  BLOCK COLLEGE STREET,92028,FALLBROOK,Theft
WEAPONS,ESCONDIDO,POSSESS WEAPON/ETC AT SCHOOL (M),5/20/2021 10:45,900 E  BLOCK MISSION AVENUE,92025,ESCONDIDO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/7/2021 21:00,3200  BLOCK INDIA STREET,92103,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/28/2021 19:30,9800  BLOCK MIRA LEE WAY,92126,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (M),6/19/2021 2:30,3100  BLOCK UNIVERSITY AVENUE,92104,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/29/2021 16:30,30300  BLOCK VALLEY CENTER ROAD,92082,VALLEY CENTER,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),4/29/2021 11:35,1600 W  BLOCK VISTA WAY,92083,VISTA,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/24/2021 1:04,2600  BLOCK FINANCIAL COURT,92117,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),3/6/2021 16:45,12300  BLOCK REGGHETTI ROAD,92059,PALA,Theft
WEAPONS,SHERIFF,FELON/ADDICT/POSSESS/ETC FIREARM (F),3/29/2021 22:00,5200 S  BLOCK MISSION ROAD,92003,FALLBROOK,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),4/26/2021 19:00,13900  BLOCK PROCTOR VALLEY ROAD,91935,JAMUL,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),4/30/2021 18:15,1600  BLOCK SYCAMORE AVENUE,92081,VISTA,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/17/2021 16:00,1700  BLOCK LA BREA STREET,92065,RAMONA,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),8/13/2021 19:37,1700  BLOCK KEARNY AVENUE,92113,SAN DIEGO,Violent
SEX CRIMES,LA MESA,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS (F),5/16/2021 2:00,9000  BLOCK CAMPINA DRIVE,91942,LA MESA,Violent
SEX CRIMES,SAN DIEGO,RAPE BY FORCE/FEAR (F),7/21/2021 22:00,1200  BLOCK MARKET STREET,92101,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,RAPE BY FORCE/FEAR (F),6/6/2021 10:40,3200  BLOCK GREYLING DRIVE,92123,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,RAPE BY FORCE/FEAR (F),5/15/2021 0:05,1200  BLOCK TESORO PLACE,92081,VISTA,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/18/2021 15:00,900  BLOCK ISLAND AVENUE,92101,SAN DIEGO,Theft
HOMICIDE,SAN DIEGO,MURDER (F),3/17/2021 22:08,900  BLOCK WEST MISSION BAY DRIVE,92109,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,UNLAWFUL POSSESS/USE TEAR GAS OR TEAR GAS WEAPON:EX FEL/ETC (M),7/9/2021 9:30,7900  BLOCK PARADISE VALLEY ROAD,92114,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/1/2021 13:12,7900  BLOCK SILVERTON AVENUE,92126,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/22/2021 21:32,5900  BLOCK DEL MAR MESA ROAD,92130,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,RAPE BY FORCE/FEAR (F),7/22/2021 3:00,1600  BLOCK COLUMBIA STREET,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/26/2021 1:07,3500  BLOCK NATIONAL AVENUE,92113,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/18/2021 17:28,3600  BLOCK PARK BOULEVARD,92103,SAN DIEGO,Theft
BURGLARY,EL CAJON,BURGLARY (RESIDENTIAL) (F),7/8/2021 0:01,1300  BLOCK WEERS STREET,92020,EL CAJON,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),4/17/2021 18:00,8200  BLOCK WATER VIEW COURT,91977,SPRING VALLEY,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/12/2021 4:04,1000  BLOCK C STREET,92101,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/17/2021 15:05,1100  BLOCK LOMA VISTA WAY,92084,VISTA UNINC,Theft
SEX CRIMES,SAN DIEGO,RAPE BY FORCE/FEAR (F),5/21/2021 0:28,2400  BLOCK HOTEL CIRCLE NORTH,92108,SAN DIEGO,Violent
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),6/25/2021 18:00,6100  BLOCK AVNDA ENCINAS B,92011,,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),7/2/2021 19:30,6800  BLOCK POCO LAGO,92067,RANCHO SANTA FE,Theft
BURGLARY,CARLSBAD,BURGLARY (RESIDENTIAL) (F),4/3/2021 20:00,1000  BLOCK BUENA VISTA WAY,92008,CARLSBAD,Theft
BURGLARY,EL CAJON,BURGLARY (COMMERCIAL) (F),3/27/2021 1:50,200  BLOCK EL CAJON BOULEVARD,92020,EL CAJON,Theft
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),8/18/2021 4:33,3000  BLOCK HARDING STREET,92008,CARLSBAD,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/29/2021 9:45,2600  BLOCK GRAND AVENUE,92109,SAN DIEGO,Theft
SEX CRIMES,SHERIFF,SEXUAL BATTERY (M),7/23/2021 7:30,0  BLOCK GBDF,92154,DETENTION FACIL,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON IN VEHICLE (M),4/10/2021 17:40,1100  BLOCK SWEETWATER ROAD,,,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/10/2021 14:50,2200  BLOCK CANYON VIEW ROAD,92028,FALLBROOK,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/21/2021 22:00,4200  BLOCK CORTE FAMOSA,92130,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),4/10/2021 13:47,3200  BLOCK WING STREET,92110,SAN DIEGO,Violent
WEAPONS,NATIONAL CITY,POSS FIREARM W/ALTERED IDENT (F),4/18/2021 4:10,600  BLOCK ROOSEVELT AVENUE,91950,NATIONAL CITY,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/7/2021 17:30,10600  BLOCK FUERTE DRIVE,91941,LA MESA UNINC,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/6/2021 0:01,8600  BLOCK GRAVES AVENUE,92071,SANTEE,Theft
BURGLARY,LA MESA,BURGLARY (RESIDENTIAL) (F),4/15/2021 9:50,5700  BLOCK JEANETTE AVENUE,91942,LA MESA,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/25/2021 12:00,1500  BLOCK 02ND AVENUE,92101,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/23/2021 14:34,9200  BLOCK CITRUS VIEW COURT,92126,SAN DIEGO,Theft
SEX CRIMES,SHERIFF,SEXUAL BATTERY (M),6/28/2021 6:30,0  BLOCK SDCJ,92101,DETENTION FACIL,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/25/2021 23:30,8900  BLOCK GILMAN DRIVE,92037,SAN DIEGO,Theft
WEAPONS,SHERIFF,FELON/ADDICT/POSSESS/ETC FIREARM (F),6/9/2021 0:39,3100  BLOCK BANCROFT DRIVE,91977,SPRING VALLEY,Violent
HOMICIDE,SAN DIEGO,MURDER (F),4/19/2021 13:18,400  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),5/18/2021 12:00,400  BLOCK STEVENS AVENUE,92075,SOLANA BEACH,Theft
WEAPONS,SAN DIEGO,CONVICTED PERSON POSSESS/OWN/ETC FIREARM (F),5/28/2021 12:30,2100  BLOCK OCEAN VIEW BOULEVARD,92113,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,ILLEGALLY POSSESS ANY ASSAULT WEAPON (F),4/22/2021 14:35,400  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),4/10/2021 2:00,4700  BLOCK GARDENIA STREET,92057,OCEANSIDE,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),8/8/2021 2:40,2000  BLOCK TAVERN ROAD,91901,ALPINE,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/8/2021 1:41,7700  BLOCK FORMULA PLACE,92121,SAN DIEGO,Theft
SEX CRIMES,CARLSBAD,SEXUAL BATTERY (M),5/18/2021 19:30,2500  BLOCK CARLSBAD BOULEVARD,92008,CARLSBAD,Violent
SEX CRIMES,SHERIFF,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),3/11/2021 13:14,9100  BLOCK CAMPO ROAD,91977,SPRING VALLEY,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),4/11/2021 17:15,1600 S  BLOCK MELROSE DRIVE,92081,VISTA,Theft
SEX CRIMES,SAN DIEGO,INDECENT EXPOSURE W/PR (F),5/6/2021 20:23,2100  BLOCK FENTON PARKWAY,92108,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/18/2021 16:00,8500  BLOCK AERO DRIVE,92123,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/21/2021 23:00,3300  BLOCK BAYSIDE WALK,92109,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/22/2021 8:15,3500  BLOCK DEL MAR HEIGHTS ROAD,92130,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/18/2021 18:30,8100  BLOCK BROADWAY,91945,LEMON GROVE,Theft
SEX CRIMES,CARLSBAD,RAPE:VIC INCAPABLE OF GIVING CONSENT (F),5/14/2021 11:03,4000  BLOCK PARK DRIVE,92008,CARLSBAD,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/4/2021 20:00,7900  BLOCK IVANHOE AVENUE,92037,SAN DIEGO,Theft
WEAPONS,SHERIFF,FELON/ADDICT/POSSESS/ETC FIREARM (F),6/14/2021 1:50,900  BLOCK PALM AVENUE,91932,IMPERIAL BEACH,Violent
SEX CRIMES,SAN DIEGO,INDECENT EXPOSURE (M),5/26/2021 18:05,8700  BLOCK PLAZA PARK LANE,92123,SAN DIEGO,Violent
SEX CRIMES,CARLSBAD,SEX OFFENDER FAIL TO REGISTER/ETC (M),6/19/2021 12:46,3300  BLOCK HARDING STREET,92008,CARLSBAD,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/2/2021 14:30,3500  BLOCK HIGHLAND AVENUE,92105,SAN DIEGO,Theft
WEAPONS,SHERIFF,CARRY LOADED FIREARM ON/IN PERSON/VEHICLE:PUBLIC PLACE (M),5/24/2021 0:50,09TH STREET & PALM AVENUE,91932,IMPERIAL BEACH,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/7/2021 21:29,1300  BLOCK LA MIRADA DRIVE,92078,SAN MARCOS,Theft
SEX CRIMES,CARLSBAD,DISORD CONDUCT:PEEK INTO INHABITED BUILDING (Peeping) (M),3/30/2021 21:46,6400  BLOCK EL PERICO LANE,92009,CARLSBAD,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),7/7/2021 8:00,14100  BLOCK HILLSIDE DRIVE,91935,JAMUL,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/14/2021 23:00,700  BLOCK KINGSTON COURT,92109,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),7/2/2021 5:25,2000 E  BLOCK VISTA WAY,92084,VISTA,Theft
SEX CRIMES,SHERIFF,RAPE:VIC INCAPABLE OF GIVING CONSENT (F),7/11/2021 21:00,3100  BLOCK SWEETWATER ROAD,91977,SPRING VALLEY,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/22/2021 13:49,2300  BLOCK CULVER WAY,92109,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/25/2021 20:16,6100  BLOCK PORTOBELO COURT,92124,SAN DIEGO,Theft
BURGLARY,NATIONAL CITY,BURGLARY (RESIDENTIAL) (F),3/21/2021 14:00,3600  BLOCK PARADISE VALLEY ROAD,91950,NATIONAL CITY,Theft
SEX CRIMES,SAN DIEGO,INDECENT EXPOSURE (M),4/24/2021 15:00,2500  BLOCK SUNSET CLIFFS BOULEVARD,92107,SAN DIEGO,Violent
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),6/16/2021 17:00,6700  BLOCK EMBARCADERO LANE,92011,CARLSBAD,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),7/3/2021 6:00,MIRAR DE VALLE ROAD & VALLEY CENTER ROAD,92082,VALLEY CENTER,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),8/11/2021 13:00,4500  BLOCK VISTA DE LA TIERRA,92014,RANCHO SANTA FE,Theft
SEX CRIMES,SHERIFF,INDECENT EXPOSURE (M),8/11/2021 14:15,9700  BLOCK WINTER GARDENS BOULEVARD,92040,LAKESIDE,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 19:10,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 20:45,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 20:50,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/7/2021 14:00,500  BLOCK STEVENS AVENUE,92075,SOLANA BEACH,Theft
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),5/18/2021 22:00,3800  BLOCK DALBERGIA COURT,92113,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/20/2021 3:30,23400  BLOCK EVERETT PLACE,92065,RAMONA,Theft
SEX CRIMES,SHERIFF,DISORD CONDUCT:PEEK INTO INHABITED BUILDING (Peeping) (M),5/22/2021 22:45,4900  BLOCK RANCHO VIEJO DRIVE,92014,RANCHO SANTA FE,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),7/15/2021 14:23,7300  BLOCK BROADWAY,91945,LEMON GROVE,Theft
BURGLARY,LA MESA,BURGLARY (COMMERCIAL) (F),5/24/2021 21:52,7300  BLOCK UNIVERSITY AVENUE,91942,LA MESA,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/21/2021 19:00,3000  BLOCK WINNETKA DRIVE,91902,BONITA,Theft
SEX CRIMES,CARLSBAD,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),8/24/2021 18:16,700  BLOCK MACADAMIA DRIVE,92011,CARLSBAD,Violent
WEAPONS,CHULA VISTA,CARRY CONCEALED WEAPON ON PERSON (F),7/22/2021 22:59,500  BLOCK OXFORD STREET,91911,CHULA VISTA,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/30/2021 0:00,2800  BLOCK MIDWAY DRIVE,92110,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/6/2021 17:40,2200  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/6/2021 15:44,2200  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/6/2021 18:26,2200  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/6/2021 13:42,2200  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/6/2021 18:47,2200  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/6/2021 17:10,2200  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/6/2021 13:15,2200  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,LEWD AND LASCIVIOUS ACTS WITH CHILD UNDER 14 W/FORCE/ETC (F),8/10/2021 5:59,31500  BLOCK LAUREL RIDGE DRIVE,92082,VALLEY CENTER,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),8/12/2021 5:25,11100  BLOCK PALA ROAD,92059,PALA,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),8/12/2021 16:30,13600  BLOCK DEL PONIENTE ROAD,92064,POWAY,Theft
BURGLARY,CARLSBAD,BURGLARY (RESIDENTIAL) (F),5/22/2021 19:00,2600  BLOCK STATE STREET,92008,CARLSBAD,Theft
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/6/2021 20:20,2200  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/7/2021 23:00,4200  BLOCK IDAHO STREET,92104,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/7/2021 2:05,900  BLOCK CARDIFF STREET,92114,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/5/2021 17:40,3000  BLOCK MARMIL AVENUE,92139,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/6/2021 15:01,2200  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,SEXUAL PENETRATION W/FORCE/FEAR/ETC (F),6/20/2021 1:00,5200  BLOCK GAINES STREET,92110,SAN DIEGO,Violent
BURGLARY,LA MESA,BURGLARY (COMMERCIAL) (F),7/23/2021 14:00,7400  BLOCK ALVARADO ROAD,91942,LA MESA,Theft
SEX CRIMES,CARLSBAD,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS (F),4/26/2021 12:00,2700  BLOCK FLOWER FIELDS WAY,92010,CARLSBAD,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),6/17/2021 16:00,31100  BLOCK OAK GLEN LANE,92082,VALLEY CENTER,Theft
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),7/27/2021 17:30,MANOMET STREET & S WILLIE JAMES JONES AVENUE,92113,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),7/27/2021 17:30,MANOMET STREET & S WILLIE JAMES JONES AVENUE,92113,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),7/28/2021 4:50,1400  BLOCK ISLAND AVENUE,92101,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),7/13/2021 22:00,2500  BLOCK CRESTLINE DRIVE,91945,LEMON GROVE,Theft
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/6/2021 13:55,2200  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Violent
BURGLARY,LA MESA,BURGLARY (COMMERCIAL) (F),5/13/2021 1:07,4700  BLOCK SPRING STREET,91941,LA MESA,Theft
SEX CRIMES,CARLSBAD,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),8/24/2021 21:03,700  BLOCK MACADAMIA DRIVE,92011,CARLSBAD,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),7/13/2021 0:01,900  BLOCK ENCINITAS BOULEVARD,92024,ENCINITAS,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/28/2021 22:05,3600  BLOCK SYRACUSE AVENUE,92122,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),7/12/2021 13:20,1100  BLOCK FRONT STREET,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/19/2021 17:15,3700  BLOCK MARIO PLACE,92111,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/5/2021 13:00,2000  BLOCK KETTNER BOULEVARD,92101,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/12/2021 18:00,1200  BLOCK ELFIN FOREST ROAD,92078,SAN MARCOS,Theft
SEX CRIMES,SHERIFF,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),3/17/2021 18:30,10000  BLOCK MISSION GORGE ROAD,92071,SANTEE,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),4/2/2021 3:07,13800  BLOCK POWAY ROAD,92064,POWAY,Theft
