crime,agency,charge_description,date,address,zipcode,city,type
WEAPONS,SAN DIEGO,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES (F),3/20/2021 22:46,06TH AVENUE & EVANS PLACE,92103,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 21:55,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/8/2021 4:39,1000  BLOCK PARK BOULEVARD,92101,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES (F),4/6/2021 8:30,100 E  BLOCK CALLE PRIMERA,92173,,Violent
ARSON,EL CAJON,ARSON:PROP (F),8/29/2021 9:52,1000 E  BLOCK WASHINGTON AVENUE,92020,EL CAJON,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/7/2021 19:17,5600  BLOCK LINDO PASEO,92115,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/12/2021 13:10,7700  BLOCK GIRARD AVENUE,92037,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/23/2021 16:30,4900  BLOCK VANDEVER AVENUE,92120,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (M),3/27/2021 0:10,4800  BLOCK KENSINGTON DRIVE,92116,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 18:10,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
SEX CRIMES,SHERIFF,DISORD CONDUCT:SOLICIT LEWD ACT (M),6/15/2021 15:23,10700  BLOCK WESTVIEW PLACE SAN DIEGO CA,92126,UNKNOWN,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 18:35,200 S  BLOCK SAN MARCOS BOULEVARD,92078,SAN MARCOS,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 19:10,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
WEAPONS,NATIONAL CITY,PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC (F),5/13/2021 16:56,300 E  BLOCK 24TH STREET,91950,NATIONAL CITY,Violent
WEAPONS,SHERIFF,MANUFACTURE/SALE/POSSESS/ETC NUNCHAKU (F),8/15/2021 13:33,11500  BLOCK EL NOPAL,92040,LAKESIDE,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/25/2021 21:00,1600  BLOCK 10TH AVENUE,92101,SAN DIEGO,Theft
WEAPONS,OCEANSIDE,MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC (F),3/8/2021 11:00,1700  BLOCK OCEANSIDE BOULEVARD,92054,OCEANSIDE,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),3/19/2021 17:00,4000  BLOCK ARAGON DRIVE,92115,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/16/2021 13:07,1900  BLOCK KETTNER BOULEVARD,92101,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,ORAL COPULATION:VICTIM INCAPABLE OF CONSENT (F),8/7/2021 19:00,6000  BLOCK FAUNA DRIVE,92115,SAN DIEGO,Violent
WEAPONS,EL CAJON,CARRY SWITCHBLADE KNIFE ON PERSON (M),8/8/2021 21:48,PALM AVENUE & RICHFIELD AVENUE,92020,EL CAJON,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),8/30/2021 21:34,5800  BLOCK PARKMEAD COURT,92114,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),8/29/2021 22:00,8300  BLOCK HYDRA LANE,92126,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/30/2021 19:00,17500  BLOCK BERNARDO OAKS DRIVE,92128,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),8/11/2021 1:22,4800  BLOCK RONSON COURT,92111,SAN DIEGO,Theft
SEX CRIMES,SHERIFF,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),5/12/2021 13:44,400  BLOCK SANTA FE DRIVE,92007,ENCINITAS,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),3/11/2021 11:58,100  BLOCK 16TH STREET,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/8/2021 5:00,6100  BLOCK FAIRMOUNT AVENUE,92120,SAN DIEGO,Theft
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 20:00,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 20:20,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
SEX CRIMES,SHERIFF,SEXUAL BATTERY (M),5/17/2021 17:20,100  BLOCK LOMAS SANTA FE DRIVE,92075,SOLANA BEACH,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),8/16/2021 23:10,200  BLOCK 47TH STREET,92102,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/25/2021 22:23,3500  BLOCK DUNHILL STREET,92121,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/30/2021 23:52,4600  BLOCK MUIR AVENUE,92107,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/1/2021 22:00,600  BLOCK BROADWAY,92101,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),8/7/2021 19:14,4500  BLOCK LA JOLLA VILLAGE DRIVE,92122,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,RAPE:VIC INCAPABLE OF GIVING CONSENT (F),8/21/2021 20:00,4000  BLOCK FALCON STREET,92103,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/10/2021 23:00,3400  BLOCK 02ND AVENUE,92103,SAN DIEGO,Theft
WEAPONS,SHERIFF,POSSESS DESTRUCTIVE DEVICE (F),7/29/2021 9:26,0  BLOCK GBDF,92154,DETENTION FACIL,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/1/2021 20:45,1700  BLOCK 31ST STREET,92102,SAN DIEGO,Theft
BURGLARY,EL CAJON,BURGLARY (RESIDENTIAL) (F),7/21/2021 20:30,1200  BLOCK PEACH AVENUE,92021,EL CAJON,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/6/2021 15:07,3800  BLOCK SHERMAN STREET,92110,SAN DIEGO,Theft
WEAPONS,SHERIFF,POSSESS SWITCHBLADE IN VEHICLE (M),3/31/2021 13:15,12400  BLOCK WOODSIDE AVENUE,92040,LAKESIDE,Violent
SEX CRIMES,SHERIFF,SEXUAL BATTERY (M),3/20/2021 0:55,11100  BLOCK PALA ROAD,92059,PALA,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/10/2021 11:15,1600  BLOCK STATE STREET,92101,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,RAPE:VIC INCAPABLE OF GIVING CONSENT (F),4/17/2021 1:00,4700  BLOCK 32ND STREET,92116,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,UNLAWFUL SEXUAL INTERCOURSE W/MINOR 18 (F),3/13/2021 20:00,0  BLOCK UNKNOWN,92117,,Violent
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/6/2021 13:00,2200  BLOCK HOTEL CIRCLE,92108,,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/12/2021 15:30,800  BLOCK THOMAS AVENUE,92109,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),6/27/2021 14:10,13800  BLOCK CAMPO ROAD,91935,JAMUL,Theft
SEX CRIMES,SAN DIEGO,RAPE:VICTIM WAS UNCONSCIOUS OR ASLEEP (F),7/1/2021 1:00,500  BLOCK 14TH STREET,92101,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,ASSAULT W/INTENT TO COMMIT RAPE (F),5/3/2021 18:00,PRADISE VALLEY ROAD & SOUTH WORTHINGTON STREET,91977,SPRING VALLEY,Violent
SEX CRIMES,SHERIFF,INDECENT EXPOSURE (M),5/14/2021 13:24,700 W  BLOCK SAN MARCOS BOULEVARD,92078,SAN MARCOS,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/2/2021 19:30,10200  BLOCK CAMINITO RIO BRANCO,92131,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/27/2021 2:58,900  BLOCK GRAND AVENUE,91977,SPRING VALLEY,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/1/2021 9:00,4900  BLOCK CASS STREET,92109,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/30/2021 1:10,1100  BLOCK PROSPECT STREET,92037,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/27/2021 17:30,4600  BLOCK ALBUQUERQUE STREET,92109,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/28/2021 5:45,300  BLOCK 19TH STREET,92102,SAN DIEGO,Theft
HOMICIDE,SAN DIEGO,MURDER (F),6/18/2021 7:03,7800  BLOCK BURLINGTON WAY,92126,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/7/2021 12:00,800  BLOCK HOLLISTER STREET,92154,SOUTH BAY,Theft
SEX CRIMES,SHERIFF,POSSESS/ETC OBSCENE MATTER OF MINOR IN SEXUAL ACT (F),7/15/2021 0:01,3600 S  BLOCK CORDOBA AVENUE,91977,SPRING VALLEY,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/13/2021 8:27,15800  BLOCK KRISTEN GLEN,92127,SAN DIEGO,Theft
ARSON,SAN DIEGO,ARSON:PROP (F),3/15/2021 7:15,58TH STREET & EL CAJON BOULEVARD,92115,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/10/2021 19:00,4400  BLOCK MONTALVO STREET,92107,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/29/2021 20:00,1900  BLOCK SAN DIEGO AVENUE,92110,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),6/9/2021 13:30,8400  BLOCK PARADISE VALLEY ROAD,91977,SPRING VALLEY,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/4/2021 10:00,5000  BLOCK WEST POINT LOMA BOULEVARD,92107,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,CARRY LOADED FIREARM ON/IN PERSON/VEHICLE:PUBLIC PLACE (M),3/6/2021 15:35,8400  BLOCK PARADISE VALLEY ROAD,91977,SPRING VALLEY,Violent
SEX CRIMES,SAN DIEGO,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),3/13/2021 15:40,1100  BLOCK IMPERIAL AVENUE,92101,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,SODOMY:VIC UNCONSCIOUS OF THE NATURE OF THE ACT (F),4/14/2021 21:00,900 S  BLOCK EUCLID AVENUE,92113,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,SEXUAL BATTERY (F),6/27/2021 19:20,10000  BLOCK CAMPO ROAD,91977,SPRING VALLEY,Violent
SEX CRIMES,OCEANSIDE,RAPE BY FORCE/FEAR (F),8/2/2021 12:00,400  BLOCK COLLEGE BOULEVARD,92057,OCEANSIDE,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),8/24/2021 3:24,5800  BLOCK MARKET STREET,92114,SAN DIEGO,Theft
WEAPONS,SHERIFF,ALTER/REMOVE/ETC IDENTIFICATION MARKS ON FIREARM (F),6/7/2021 4:16,07TH STREET & PALM AVENUE,91932,IMPERIAL BEACH,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/8/2021 7:00,1400  BLOCK LIETA STREET,92110,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/3/2021 20:00,3200  BLOCK ANNRAE STREET,92123,SAN DIEGO,Theft
WEAPONS,SHERIFF,CARRY CONCEALED WEAPON IN VEHICLE (M),6/16/2021 21:55,1000  BLOCK VIA VERA CRUZ,92078,SAN MARCOS,Violent
WEAPONS,SHERIFF,MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC (F),6/23/2021 19:36,ALTURAS ROAD & ALTURAS LANE,92028,FALLBROOK,Violent
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - SEX FOR COMPENSATION (M),6/3/2021 23:12,3600  BLOCK DALBERGIA STREET,92113,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - SEX FOR COMPENSATION (M),6/3/2021 10:15,3100  BLOCK BOSTON AVENUE,92113,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,CARRY SWITCHBLADE KNIFE (M),6/19/2021 18:31,4000  BLOCK OCEAN FRONT WALK,92109,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/11/2021 1:40,2900  BLOCK COWLEY WAY,92117,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,RAPE:VICTIM WAS UNCONSCIOUS OR ASLEEP (F),3/10/2021 21:30,2500  BLOCK OLD QUARRY ROAD,92108,SAN DIEGO,Violent
SEX CRIMES,OCEANSIDE,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),4/29/2021 16:30,4100  BLOCK OCEANSIDE BOULEVARD,92056,OCEANSIDE,Violent
SEX CRIMES,SHERIFF,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),3/11/2021 23:05,200  BLOCK 03RD AVE CHULA VISTA CA,91910,UNKNOWN,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/16/2021 6:00,7800  BLOCK WESTSIDE DRIVE,92108,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,UNL SEX INTERCOURSE W/MINOR:MORE THAN 3 YRS YOUNGER (F),3/8/2021 7:36,3000  BLOCK POLK AVENUE,92104,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/18/2021 14:20,2200  BLOCK 02ND AVENUE,92101,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/16/2021 19:00,2500  BLOCK OLIVE HILL ROAD,92028,FALLBROOK,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),7/19/2021 2:09,3700  BLOCK KENORA DRIVE,91977,SPRING VALLEY,Theft
SEX CRIMES,SHERIFF,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),8/16/2021 7:40,1600  BLOCK ISLAND AVE SAN DIEGO CA,92101,UNKNOWN,Violent
SEX CRIMES,SHERIFF,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),8/18/2021 12:00,2100 S  BLOCK SANTA FE AVENUE,92084,VISTA UNINC,Violent
SEX CRIMES,SHERIFF,SEX OFFENDER FAIL UPDATE ANNUAL REGISTRATION (M),8/17/2021 8:00,9400  BLOCK CHESAPEAKE DRIVE,92123,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - SEX FOR COMPENSATION (M),3/18/2021 20:48,8200  BLOCK CLAIREMONT MESA BOULEVARD,92111,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,POSS WEAPON ON COLLEGE CAMPUS:NOT FIREARM (F),4/22/2021 15:03,1300  BLOCK PARK BOULEVARD,92101,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),8/20/2021 18:20,3700  BLOCK ACACIA STREET,92113,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,CONVICTED FELON POSSESS/PURCHASE/USE/ETC TEAR GAS (F),6/20/2021 11:45,7700  BLOCK HAZARD CENTER DRIVE,92108,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/1/2021 14:00,7500  BLOCK CLAIREMONT MESA BOULEVARD,92111,SAN DIEGO,Theft
SEX CRIMES,LA MESA,INDECENT EXPOSURE (M),7/5/2021 7:00,4900  BLOCK MILLS STREET,91942,LA MESA,Violent
WEAPONS,SAN DIEGO,ALTER/REMOVE/ETC IDENTIFICATION MARKS ON FIREARM (F),7/8/2021 10:00,4400  BLOCK LOGAN AVENUE,92113,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),3/19/2021 16:54,3300  BLOCK COLLEGE AVENUE,92115,SAN DIEGO,Violent
BURGLARY,OCEANSIDE,BURGLARY (RESIDENTIAL) (F),3/30/2021 20:00,100 S  BLOCK PACIFIC STREET,92054,OCEANSIDE,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/13/2021 1:20,900  BLOCK GRAND AVENUE,92109,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/9/2021 16:30,7500  BLOCK PARK RIDGE BOULEVARD,92120,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/1/2021 21:15,1400  BLOCK KNOXVILLE STREET,92110,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/13/2021 7:50,4100  BLOCK DATCHO DRIVE,92117,SAN DIEGO,Theft
WEAPONS,HARBOR POLICE,CARRY CONCEALED DIRK OR DAGGER (F),3/20/2021 18:05,500  BLOCK HARBOR LANE,92101,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),5/23/2021 23:22,500  BLOCK SAWTELLE AVENUE,92114,SAN DIEGO,Violent
SEX CRIMES,CARLSBAD,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),7/2/2021 9:01,2500  BLOCK ORION WAY,92010,CARLSBAD,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),8/14/2021 18:05,25TH STREET & COMMERCIAL STREET,92113,SAN DIEGO,Violent
WEAPONS,CARLSBAD,ALTER/CHANGE/ETC IMITATION FIREARM TO LOOK LIKE A FIREARM (M),4/27/2021 20:41,1100  BLOCK CARLSBAD VILLAGE DRIVE,92008,CARLSBAD,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/16/2021 3:30,4600  BLOCK BRINELL STREET,92111,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/29/2021 20:10,8700  BLOCK COSTA VERDE BOULEVARD,92122,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,CARRY SWITCHBLADE KNIFE ON PERSON (M),3/26/2021 12:44,4400  BLOCK 32ND STREET,92116,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/14/2021 20:00,1000  BLOCK TURQUOISE STREET,92109,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,TOUCH PERSON INTIMATELY AGAINST WILL FOR SEXUAL AROUSAL/ETC (M),7/7/2021 4:00,CARMEL MOUNTAIN ROAD & SUNDEVIL WAY,92129,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/18/2021 7:00,1000 W  BLOCK BROOKES AVENUE,92103,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION (F),4/21/2021 6:09,1400  BLOCK BROADWAY,92101,SAN DIEGO,Violent
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),3/24/2021 2:30,5800  BLOCK EL CAMINO REAL,92010,CARLSBAD,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),7/28/2021 16:00,200  BLOCK TOWN CENTER PARKWAY,92071,SANTEE,Theft
SEX CRIMES,EL CAJON,INDECENT EXPOSURE W/PR (F),5/19/2021 16:30,0  BLOCK MARSHALL AVENUE,,,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/10/2021 13:00,3400  BLOCK RUFFIN ROAD,92123,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,INDECENT EXPOSURE (M),4/9/2021 14:55,5900  BLOCK MISSION GORGE ROAD,92120,SAN DIEGO,Violent
ARSON,OCEANSIDE,ARSON:STRUCTURE/FOREST LAND (F),4/12/2021 7:21,400 N  BLOCK EL CAMINO REAL,92057,OCEANSIDE,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/4/2021 5:30,8500  BLOCK AERO DRIVE,92123,SAN DIEGO,Theft
ARSON,SHERIFF,ARSON:PROP (F),5/13/2021 2:38,1300  BLOCK HOLLY AVENUE,91932,IMPERIAL BEACH,Violent
WEAPONS,SHERIFF,PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC (F),6/16/2021 16:30,300 S  BLOCK MELROSE DRIVE,92081,"ESCONDIDO, UNINCORPO",Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/2/2021 19:15,1300  BLOCK MORENA BOULEVARD,92110,SAN DIEGO,Theft
SEX CRIMES,EL CAJON,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),3/24/2021 19:10,800  BLOCK FRIENDLY CIRCLE,92021,EL CAJON,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),6/25/2021 1:10,11800  BLOCK CAMPO ROAD,92019,LA MESA UNINC,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),4/9/2021 20:37,3800  BLOCK ROSECRANS STREET,92110,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),8/9/2021 6:00,6300  BLOCK QUAIL RUN STREET,92130,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,RAPE BY FORCE/FEAR (F),5/30/2021 1:30,4700  BLOCK MISSION BOULEVARD,92109,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/26/2021 20:15,2700  BLOCK GARNET AVENUE,92109,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/26/2021 16:00,7200  BLOCK CAMINO DEGRAZIA,92111,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/11/2021 5:20,10600  BLOCK TIERRASANTA BOULEVARD,92124,SAN DIEGO,Theft
BURGLARY,LA MESA,BURGLARY (RESIDENTIAL) (F),6/16/2021 21:23,7600  BLOCK EASTRIDGE DRIVE,91941,LA MESA,Theft
SEX CRIMES,SHERIFF,INDECENT EXPOSURE (M),4/14/2021 11:46,1700  BLOCK SAN ALTOS PLACE,91945,LEMON GROVE,Violent
ARSON,SAN DIEGO,ARSON:PROP (F),3/11/2021 22:15,1000  BLOCK B STREET,92101,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/15/2021 0:55,6300  BLOCK LA JOLLA BOULEVARD,92037,SAN DIEGO,Theft
HOMICIDE,SAN DIEGO,MURDER (F),5/12/2021 21:32,5100  BLOCK JOYCE PLACE,92105,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,INDECENT EXPOSURE (M),6/14/2021 23:37,EL CAJON BOULEVARD & OREGON STREET,92104,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),8/9/2021 2:30,700  BLOCK BEECH STREET,92101,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/28/2021 5:13,3200  BLOCK FELTON STREET,92104,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,DISORD CONDUCT:PEEK INTO INHABITED BUILDING (Peeping) (M),3/5/2021 1:11,4500  BLOCK BORDER VILLAGE ROAD,92173,SOUTH BAY,Violent
SEX CRIMES,SAN DIEGO,DISORD CONDUCT:PEEK INTO INHABITED BUILDING (Peeping) (M),3/5/2021 1:15,4500  BLOCK BORDER VILLAGE ROAD,92173,SOUTH BAY,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/5/2021 6:00,200  BLOCK VISTA VILLAGE DRIVE,92083,VISTA,Theft
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),4/9/2021 22:57,5000  BLOCK CAMINO DEL ARROYO,92108,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,ALTER/CHANGE/ETC IMITATION FIREARM TO LOOK LIKE A FIREARM (M),3/13/2021 15:59,800  BLOCK 14TH STREET,92101,SAN DIEGO,Violent
WEAPONS,SHERIFF,MANUFACTURE/SALE/POSSESS/ETC LEADED CANE/BILLY/ETC (F),4/9/2021 19:30,2500 S  BLOCK MELROSE DRIVE,92081,VISTA,Violent
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (M),7/16/2021 22:00,6500  BLOCK TAIT STREET,92111,SAN DIEGO,Violent
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),4/20/2021 18:00,5300  BLOCK PASEO DEL NORTE,92008,CARLSBAD,Theft
BURGLARY,EL CAJON,BURGLARY (COMMERCIAL) (F),5/18/2021 5:06,1000  BLOCK CUYAMACA STREET,92020,EL CAJON,Theft
BURGLARY,OCEANSIDE,BURGLARY (COMMERCIAL) (F),6/17/2021 20:00,3400  BLOCK MARRON ROAD,92056,OCEANSIDE,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/11/2021 21:30,2900  BLOCK THORN STREET,92104,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/17/2021 14:00,3000  BLOCK JUNIPER STREET,92104,SAN DIEGO,Theft
SEX CRIMES,CHULA VISTA,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),5/6/2021 10:41,800  BLOCK PALOMAR STREET,91911,CHULA VISTA,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/14/2021 7:00,6600  BLOCK EDMONTON AVENUE,92122,SAN DIEGO,Theft
